,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
3876,BYU,2019-02-28,2019-08-20,173,Thursday,876072,EUR,27835,499999,458764,0.05567011134022268,16.48155200287408,0.9175298350596701,20-40,M,ykim,joanne33@patterson.info,Alyssa Vega,F,44
3877,GRZ,2019-06-17,2021-02-03,597,Monday,685180,USD,59734,499998,395975,0.1194684778739115,6.628971774868584,0.7919531678126712,40-45,M,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3878,GRZ,2019-10-30,2021-04-21,539,Wednesday,935162,USD,75470,499997,550900,0.15094090564543386,7.299589240757917,1.1018066108396651,40-60,M,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3879,GRZ,2018-09-23,2018-01-11,-255,Sunday,148579,USD,46040,499999,144582,0.09208018416036833,3.1403562119895745,0.28916457832915665,30-35,F,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3880,GRZ,2018-04-24,2018-09-27,156,Tuesday,401051,USD,41932,499998,287139,0.08386433545734183,6.84772965754078,0.5742802971211884,30-35,F,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3881,GRZ,2018-07-28,2019-09-03,402,Saturday,335417,GDB,88116,499999,308785,0.17623235246470492,3.5043011484860864,0.6175712351424703,25-35,M,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3882,BYU,2018-06-01,2018-06-18,17,Friday,356397,GDB,14996,500000,234303,0.029992,15.624366497732728,0.468606,30-50,F,christopher03,mhernandez@hotmail.com,Timothy Sharp,M,79
3883,KTR,2018-05-04,2018-12-25,235,Friday,681277,EUR,23973,499998,517845,0.04794619178476714,21.601176323363784,1.0356941427765711,20-40,M,gina54,cassandrastrickland@yahoo.com,Jenna Smith,F,37
3884,AKX,2018-09-02,2018-05-11,-114,Sunday,202741,GDB,41305,499999,79463,0.08261016522033043,1.9238106766735261,0.1589263178526357,20-45,M,gina54,cassandrastrickland@yahoo.com,Jenna Smith,F,37
3885,KTR,2018-06-15,2020-04-21,676,Friday,376329,EUR,30016,500002,168067,0.060031759872960506,5.5992470682302775,0.33613265546937815,35-45,M,gina54,cassandrastrickland@yahoo.com,Jenna Smith,F,37
3886,AKX,2019-02-18,2020-01-25,341,Monday,867904,USD,17292,500000,271461,0.034584,15.698646773074254,0.542922,20-40,F,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3887,BYU,2018-08-26,2019-11-21,452,Sunday,796329,GDB,52282,499999,293563,0.10456420912841825,5.614991775372021,0.5871271742543485,35-55,F,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3888,BYU,2018-04-13,2019-10-13,548,Friday,723703,EUR,34239,500000,516784,0.068478,15.09343146704051,1.033568,30-40,M,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3889,KTR,2019-09-05,2020-07-22,321,Thursday,45602,USD,22431,499998,30213,0.044862179448717794,1.3469305871338773,0.06042624170496682,25-30,F,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3890,GRZ,2019-06-09,2021-04-28,689,Sunday,54857,GDB,5913,500004,51407,0.011825905392756858,8.693894808050059,0.10281317749458005,35-40,M,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3891,GRZ,2018-10-23,2019-11-15,388,Tuesday,111700,EUR,68436,500002,44604,0.13687145251418995,0.65176223040505,0.08920764316942732,25-45,M,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3892,KTR,2017-06-12,2017-12-28,199,Monday,679734,GDB,73455,500000,679131,0.14691,9.245538084541556,1.358262,20-40,F,mschmidt,contrerasjeffrey@norman.com,Lisa Davis,F,60
3893,AKX,2017-11-16,2019-03-07,476,Thursday,858896,GDB,8362,500003,390704,0.01672389965660206,46.72375029897154,0.7814033115801305,20-25,F,kristina43,chelsea40@lin.com,Rebecca Wong,F,76
3894,KTR,2018-03-03,2019-11-12,619,Saturday,185284,GDB,64788,500000,145729,0.129576,2.249320861888004,0.291458,35-45,M,kristina43,chelsea40@lin.com,Rebecca Wong,F,76
3895,KTR,2019-06-11,2020-09-29,476,Tuesday,496260,USD,32190,499999,353502,0.06438012876025752,10.981733457595526,0.7070054140108281,20-40,F,kristina43,chelsea40@lin.com,Rebecca Wong,F,76
3896,KTR,2017-11-14,2019-07-11,604,Tuesday,362464,EUR,35917,499995,79504,0.07183471834718347,2.213547902107637,0.15900959009590096,30-35,M,kristina43,chelsea40@lin.com,Rebecca Wong,F,76
3897,GRZ,2018-03-20,2019-02-03,320,Tuesday,206039,EUR,56991,499999,79856,0.11398222796445592,1.4012036988296397,0.15971231942463884,35-40,M,kristina43,chelsea40@lin.com,Rebecca Wong,F,76
3898,KTR,2019-11-03,2021-01-22,446,Sunday,281869,EUR,21266,499999,8686,0.04253208506417013,0.40844540581209443,0.017372034744069488,35-50,M,madisonnunez,millerantonio@moore-hobbs.biz,Harry Wilson,M,80
3899,AKX,2018-07-15,2019-01-16,185,Sunday,758510,USD,17978,500000,744552,0.035956,41.41461786628101,1.489104,30-40,F,madisonnunez,millerantonio@moore-hobbs.biz,Harry Wilson,M,80
3900,KTR,2018-12-18,2020-04-15,484,Tuesday,481226,GDB,21851,500000,415984,0.043702,19.037298064161824,0.831968,40-60,M,delgadodonna,larry18@marshall-arnold.com,Dana Salinas,F,30
3901,BYU,2019-07-24,2021-02-04,561,Wednesday,607321,EUR,21406,500003,192321,0.042811743129541224,8.984443613940018,0.384639692161847,45-55,F,delgadodonna,larry18@marshall-arnold.com,Dana Salinas,F,30
3902,KTR,2017-11-15,2018-12-11,391,Wednesday,478281,USD,15547,500000,342153,0.031094,22.0076542098154,0.684306,40-60,M,delgadodonna,larry18@marshall-arnold.com,Dana Salinas,F,30
3903,AKX,2019-05-18,2020-03-01,288,Saturday,308282,GDB,89360,500000,300793,0.17872,3.3660810205908684,0.601586,35-55,F,delgadodonna,larry18@marshall-arnold.com,Dana Salinas,F,30
3904,AKX,2018-02-20,2019-11-09,627,Tuesday,993698,USD,14146,500000,622571,0.028292,44.0103916301428,1.245142,40-55,F,delgadodonna,larry18@marshall-arnold.com,Dana Salinas,F,30
3905,KTR,2018-07-25,2019-08-30,401,Wednesday,148028,GDB,61155,499998,132429,0.12231048924195696,2.165464802550895,0.2648590594362377,25-45,M,julia03,andrearose@yahoo.com,Leah Moore,F,79
3906,AKX,2018-10-07,2019-01-25,110,Sunday,718600,GDB,43922,500000,676904,0.087844,15.411502208460453,1.353808,35-55,F,julia03,andrearose@yahoo.com,Leah Moore,F,79
3907,AKX,2018-08-31,2018-11-28,89,Friday,282978,USD,74625,499997,122838,0.14925089550537304,1.646070351758794,0.2456774740648444,20-30,F,charles35,baileybeverly@riley.net,Fernando Gibson,M,56
3908,GRZ,2019-06-25,2020-09-17,450,Tuesday,450357,GDB,57339,500001,360263,0.11467777064445871,6.283035979002076,0.7205245589508821,30-50,M,charles35,baileybeverly@riley.net,Fernando Gibson,M,56
3909,AKX,2018-06-30,2019-04-11,285,Saturday,772010,EUR,74709,499999,386494,0.14941829883659768,5.173325837583156,0.772989545979092,45-60,F,charles35,baileybeverly@riley.net,Fernando Gibson,M,56
3910,AKX,2018-01-31,2020-02-01,731,Wednesday,912983,USD,25133,499998,145049,0.05026620106480426,5.771256913221661,0.2900991603966416,40-45,F,charles35,baileybeverly@riley.net,Fernando Gibson,M,56
3911,KTR,2019-05-21,2020-07-14,420,Tuesday,413345,EUR,24865,499998,57711,0.049730198920795686,2.3209732555801326,0.11542246168984675,20-40,M,charles35,baileybeverly@riley.net,Fernando Gibson,M,56
3912,GRZ,2018-01-10,2019-04-08,453,Wednesday,934557,EUR,13781,499996,365392,0.02756222049776398,26.514186198389087,0.7307898463187705,35-55,M,ashleygarcia,jensenhaley@stevens.net,Amanda Sanchez,F,53
3913,KTR,2019-05-31,2021-05-30,730,Friday,48281,GDB,24138,499999,22227,0.0482760965521931,0.9208302261993537,0.04445408890817781,20-35,M,ashleygarcia,jensenhaley@stevens.net,Amanda Sanchez,F,53
3914,KTR,2018-03-12,2020-04-06,756,Monday,282398,GDB,17441,499999,182562,0.03488206976413953,10.467404391950003,0.3651247302494605,25-30,M,ashleygarcia,jensenhaley@stevens.net,Amanda Sanchez,F,53
3915,AKX,2018-11-15,2019-11-17,367,Thursday,882586,GDB,31143,499998,833918,0.06228624914499658,26.777060655685066,1.6678426713706855,35-45,M,ashleygarcia,jensenhaley@stevens.net,Amanda Sanchez,F,53
3916,BYU,2019-02-02,2019-07-16,164,Saturday,814704,EUR,5219,500000,141171,0.010438,27.049434757616403,0.282342,20-35,M,ashleygarcia,jensenhaley@stevens.net,Amanda Sanchez,F,53
3917,KTR,2018-07-15,2019-04-17,276,Sunday,929404,GDB,43734,499994,688337,0.08746904962859554,15.73917318333562,1.3766905202862434,30-45,F,walkeremily,emeyer@gmail.com,Ryan Lynch,M,67
3918,BYU,2019-09-05,2020-04-01,209,Thursday,22541,GDB,43056,500000,11538,0.086112,0.26797658862876256,0.023076,45-55,M,walkeremily,emeyer@gmail.com,Ryan Lynch,M,67
3919,AKX,2018-07-05,2019-06-19,349,Thursday,715879,EUR,39216,499997,476344,0.07843247059482357,12.146674826601387,0.9526937161622969,30-45,F,walkeremily,emeyer@gmail.com,Ryan Lynch,M,67
3920,AKX,2018-05-15,2020-08-05,813,Tuesday,125635,GDB,43067,499999,98155,0.08613417226834454,2.2791232266004133,0.19631039262078523,25-30,M,walkeremily,emeyer@gmail.com,Ryan Lynch,M,67
3921,BYU,2018-01-19,2018-12-22,337,Friday,481005,USD,11572,499998,206022,0.023144092576370307,17.803491185620462,0.4120456481825927,25-35,M,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3922,GRZ,2019-07-21,2020-02-23,217,Sunday,543229,EUR,74617,500000,403551,0.149234,5.408298377045446,0.807102,35-55,F,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3923,KTR,2018-03-21,2019-07-03,469,Wednesday,908055,EUR,50718,499999,82992,0.10143620287240575,1.6363421270554832,0.16598433196866394,30-50,F,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3924,AKX,2018-04-11,2020-07-20,831,Wednesday,483455,GDB,37841,500001,371112,0.07568184863630273,9.807140403266299,0.7422225155549689,40-45,F,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3925,AKX,2018-06-10,2020-12-07,911,Sunday,741708,GDB,36740,500003,323486,0.07347955912264527,8.804735982580294,0.6469681181912909,25-30,F,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3926,KTR,2019-07-29,2019-10-10,73,Monday,317041,EUR,82490,500000,142446,0.16498,1.7268274942417263,0.284892,25-40,M,jenniferwilliams,pattersonmorgan@yahoo.com,Michael Brooks,M,54
3927,BYU,2018-04-29,2018-09-13,137,Sunday,875396,USD,25682,500002,390507,0.051363794544821824,15.205474651506892,0.7810108759564962,20-25,F,cmorris,charles90@yahoo.com,Robert Harrell,M,85
3928,BYU,2018-07-30,2019-05-15,289,Monday,943946,USD,23526,500001,34930,0.047051905896188205,1.4847402873416646,0.06985986028027943,25-35,F,cmorris,charles90@yahoo.com,Robert Harrell,M,85
3929,BYU,2017-12-22,2018-01-12,21,Friday,28983,GDB,5568,500001,4902,0.011135977728044543,0.8803879310344828,0.009803980392039216,40-65,M,cmorris,charles90@yahoo.com,Robert Harrell,M,85
3930,AKX,2018-09-16,2020-12-01,807,Sunday,168462,GDB,24752,500000,15215,0.049504,0.6146978021978022,0.03043,20-25,M,cmorris,charles90@yahoo.com,Robert Harrell,M,85
3931,GRZ,2018-11-07,2019-07-01,236,Wednesday,663222,USD,57506,499999,192907,0.11501223002446005,3.3545543073766217,0.38581477162954325,20-40,M,cmorris,charles90@yahoo.com,Robert Harrell,M,85
3932,GRZ,2019-03-04,2019-04-13,40,Monday,362006,EUR,50426,500000,93712,0.100852,1.858406377662317,0.187424,30-35,F,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3933,BYU,2019-01-19,2019-05-22,123,Saturday,973252,GDB,12431,499999,701944,0.024862049724099448,56.46721904915132,1.4038908077816155,40-50,M,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3934,AKX,2018-08-31,2020-04-16,594,Friday,385769,USD,71584,500001,82232,0.14316771366457268,1.1487483236477425,0.16446367107265786,25-45,M,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3935,GRZ,2019-09-02,2020-01-08,128,Monday,226288,USD,59191,499999,122787,0.11838223676447353,2.0744200976499805,0.2455744911489823,30-35,M,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3936,BYU,2019-07-24,2019-12-09,138,Wednesday,980854,GDB,85248,500001,198898,0.170495659008682,2.3331691066066065,0.3977952044095912,30-45,F,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3937,AKX,2018-07-28,2019-04-21,267,Saturday,285830,GDB,11990,500003,169125,0.023979856120863275,14.105504587155963,0.3382479705121769,35-40,F,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3938,AKX,2018-08-03,2019-08-16,378,Friday,356993,USD,13732,499997,315372,0.02746416478498871,22.966210311680747,0.6307477844867069,20-40,M,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3939,GRZ,2019-08-23,2020-01-09,139,Friday,132427,GDB,69936,500001,116214,0.13987172025655947,1.6617192862045298,0.2324275351449297,30-45,M,bethany38,michaelmckee@hotmail.com,Leonard Mendoza,M,52
3940,AKX,2019-07-30,2020-03-29,243,Tuesday,853135,EUR,45167,500001,788957,0.09033381933236133,17.467553744990813,1.5779108441783116,40-55,M,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3941,AKX,2019-05-10,2020-01-26,261,Friday,448409,GDB,60825,499997,335014,0.12165072990437943,5.507833949856145,0.6700320201921212,20-40,M,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3942,BYU,2018-03-02,2019-07-08,493,Friday,638883,EUR,33129,499999,216279,0.06625813251626503,6.528389024721543,0.43255886511773023,40-65,M,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3943,AKX,2019-09-16,2020-04-20,217,Monday,993170,EUR,50283,500002,14806,0.10056559773760905,0.29445339379114216,0.02961188155247379,25-35,M,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3944,KTR,2017-12-20,2019-01-18,394,Wednesday,419037,USD,49965,500000,76238,0.09993,1.525828079655759,0.152476,25-35,M,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3945,KTR,2019-08-30,2021-04-23,602,Friday,765963,EUR,72902,499998,99816,0.14580458321833287,1.369180543743656,0.19963279853119412,40-65,F,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3946,KTR,2018-03-28,2019-09-23,544,Wednesday,569088,EUR,61030,499999,415276,0.12206024412048824,6.804456824512535,0.8305536611073222,35-50,F,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3947,BYU,2019-04-26,2020-05-17,387,Friday,614188,EUR,51949,499999,561844,0.10389820779641559,10.815299620781921,1.1236902473804948,40-50,F,qblackwell,garciacolleen@gmail.com,Nicole Hendricks,F,49
3948,GRZ,2019-07-07,2020-02-23,231,Sunday,545768,EUR,41813,499997,415291,0.08362650175901055,9.932102456173917,0.8305869835219011,35-50,F,daviddaniel,romeroaaron@gmail.com,Johnny Brown,M,30
3949,KTR,2018-11-22,2020-10-29,707,Thursday,855623,GDB,44782,499999,293894,0.08956417912835826,6.562770756107365,0.5877891755783512,25-45,M,daviddaniel,romeroaaron@gmail.com,Johnny Brown,M,30
3950,AKX,2018-02-09,2019-02-20,376,Friday,577013,EUR,19040,499997,73151,0.03808022848137089,3.8419642857142855,0.1463028778172669,30-40,M,gellis,theresa51@hotmail.com,Dwayne Simmons,M,81
3951,AKX,2018-06-16,2018-01-11,-156,Saturday,295518,EUR,24027,499998,143366,0.04805419221676887,5.966870603903941,0.2867331469325877,35-50,F,gellis,theresa51@hotmail.com,Dwayne Simmons,M,81
3952,GRZ,2018-04-02,2019-10-22,568,Monday,768784,USD,43389,500005,634600,0.08677713222867771,14.625826822466523,1.2691873081269187,20-45,M,gellis,theresa51@hotmail.com,Dwayne Simmons,M,81
3953,BYU,2018-11-30,2019-03-06,96,Friday,959839,EUR,48807,499997,930159,0.09761458568751412,19.057901530518162,1.8603291619749718,30-40,F,gellis,theresa51@hotmail.com,Dwayne Simmons,M,81
3954,BYU,2019-04-26,2019-07-17,82,Friday,632980,GDB,58099,499999,68873,0.11619823239646479,1.1854420902253051,0.13774627549255097,20-30,M,gellis,theresa51@hotmail.com,Dwayne Simmons,M,81
3955,KTR,2019-10-11,2020-10-29,384,Friday,273772,USD,82224,500000,173756,0.164448,2.113202957773886,0.347512,30-35,M,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3956,AKX,2019-08-02,2019-04-05,-119,Friday,714681,EUR,59686,499998,453236,0.11937247748990996,7.593673558288375,0.9064756259025036,30-50,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3957,GRZ,2018-07-27,2019-08-12,381,Friday,579924,GDB,28995,500001,297189,0.05798988402023196,10.249663735126745,0.5943768112463775,35-50,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3958,AKX,2018-06-13,2019-10-01,475,Wednesday,948677,USD,37409,500000,913777,0.074818,24.426662033200568,1.827554,25-35,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3959,BYU,2019-01-15,2019-05-31,136,Tuesday,864318,GDB,36910,500001,673692,0.07381985236029528,18.252289352479004,1.3473813052373895,30-45,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3960,AKX,2019-05-10,2020-05-09,365,Friday,816953,EUR,24747,499999,606266,0.049494098988197975,24.49856548268477,1.2125344250688501,40-50,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3961,GRZ,2019-09-07,2019-11-25,79,Saturday,994672,EUR,57237,500001,476070,0.1144737710524579,8.317521882698255,0.9521380957238086,30-35,F,greed,jonesphillip@yahoo.com,Stephen Harris,M,38
3962,BYU,2018-01-17,2019-05-24,492,Wednesday,694475,GDB,58006,500000,308899,0.116012,5.325293935110161,0.617798,25-30,F,williamvalencia,burkedaniel@brown-hampton.net,Johnathan Palmer,M,90
3963,KTR,2019-01-25,2019-08-12,199,Friday,807859,GDB,43491,500000,90012,0.086982,2.0696695868110644,0.180024,25-30,M,williamvalencia,burkedaniel@brown-hampton.net,Johnathan Palmer,M,90
3964,AKX,2019-07-19,2020-03-28,253,Friday,261742,EUR,24779,499998,93313,0.04955819823279293,3.765809758263045,0.18662674650698602,30-35,F,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3965,AKX,2018-01-02,2018-02-20,49,Tuesday,222627,USD,76929,499997,138878,0.1538589231535389,1.8052749938254755,0.27775766654599926,40-50,F,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3966,AKX,2018-11-15,2020-12-03,749,Thursday,181334,EUR,75827,500000,100644,0.151654,1.3272844765057301,0.201288,40-55,F,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3967,GRZ,2019-09-03,2020-06-12,283,Tuesday,618762,EUR,51113,499998,291151,0.10222640890563563,5.696222096139925,0.5823043292173169,35-55,M,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3968,AKX,2018-11-13,2019-08-16,276,Tuesday,417202,EUR,62714,500000,303822,0.125428,4.844564212137641,0.607644,40-50,F,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3969,GRZ,2019-03-15,2020-01-31,322,Friday,471629,USD,67099,500000,351900,0.134198,5.244489485685331,0.7038,25-40,M,moorethomas,ydaniels@yahoo.com,Melanie Jordan,F,77
3970,KTR,2019-09-16,2020-09-15,365,Monday,990421,GDB,20062,500001,579775,0.040123919752160495,28.899162595952546,1.1595476809046381,35-45,F,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3971,BYU,2019-02-20,2020-08-30,557,Wednesday,90205,USD,48392,500003,29926,0.0967834192994842,0.6184080013225326,0.059851640890154656,30-35,F,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3972,AKX,2018-10-15,2018-11-30,46,Monday,835426,USD,77568,500000,90966,0.155136,1.1727258663366336,0.181932,40-50,F,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3973,GRZ,2018-02-28,2019-03-23,388,Wednesday,128144,EUR,36170,500001,103704,0.07233985532028936,2.867127453690904,0.20740758518482963,35-40,M,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3974,AKX,2019-08-25,2020-09-11,383,Sunday,197535,GDB,20874,500005,96130,0.04174758252417476,4.605250550924596,0.19225807741922582,30-50,M,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3975,KTR,2018-02-21,2019-06-23,487,Wednesday,771947,GDB,40894,500001,461268,0.08178783642432715,11.279600919450287,0.9225341549316901,40-65,F,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3976,AKX,2019-12-05,2020-07-12,220,Thursday,421550,USD,5745,499999,319044,0.01149002298004596,55.53420365535248,0.6380892761785524,30-45,M,pwilliams,katherine85@hotmail.com,Andrew Fernandez,M,23
3977,KTR,2019-09-01,2020-09-15,380,Sunday,141315,GDB,73184,500000,105095,0.146368,1.4360379317883691,0.21019,30-50,F,shawmartin,christine64@mcdonald.com,Kristin Warren,F,49
3978,KTR,2019-02-07,2020-03-17,404,Thursday,174627,EUR,30941,500002,140754,0.06188175247299011,4.549109595682105,0.2815068739725041,35-55,M,shawmartin,christine64@mcdonald.com,Kristin Warren,F,49
3979,BYU,2018-09-01,2019-09-14,378,Saturday,155983,USD,30708,499999,131358,0.061416122832245665,4.277647518561938,0.26271652543305085,30-35,M,shawmartin,christine64@mcdonald.com,Kristin Warren,F,49
3980,GRZ,2018-11-24,2020-02-01,434,Saturday,580441,USD,71786,499999,496640,0.1435722871445743,6.9183406235199065,0.9932819865639732,40-60,M,shawmartin,christine64@mcdonald.com,Kristin Warren,F,49
3981,KTR,2019-06-24,2019-08-22,59,Monday,776041,USD,19270,499999,92973,0.03854007708015416,4.824753502854177,0.1859463718927438,30-40,F,richardtaylor,fsmith@hotmail.com,Jeremy Williams,M,68
3982,KTR,2018-07-26,2018-12-13,140,Thursday,220045,GDB,40983,499998,70857,0.08196632786531147,1.7289363882585462,0.14171456685826744,25-30,F,richardtaylor,fsmith@hotmail.com,Jeremy Williams,M,68
3983,GRZ,2019-04-29,2019-10-30,184,Monday,970388,USD,15526,499998,16497,0.031052124208496835,1.062540255056035,0.0329941319765279,40-60,F,monica99,charlesholmes@hotmail.com,George Porter,M,30
3984,BYU,2019-10-21,2020-02-21,123,Monday,732638,GDB,33670,499998,460645,0.06734026936107744,13.681170181170181,0.9212936851747408,20-30,F,monica99,charlesholmes@hotmail.com,George Porter,M,30
3985,GRZ,2018-10-24,2019-07-08,257,Wednesday,403839,EUR,20696,499999,292783,0.04139208278416557,14.14683996907615,0.5855671711343423,40-55,F,monica99,charlesholmes@hotmail.com,George Porter,M,30
3986,KTR,2017-11-21,2019-06-15,571,Tuesday,845147,EUR,59192,499999,507980,0.11838423676847354,8.581902959859441,1.0159620319240639,25-40,F,rwong,afuentes@gmail.com,Joshua Dillon,M,77
3987,KTR,2018-02-01,2019-11-05,642,Thursday,842462,EUR,68247,500000,600296,0.136494,8.79593242193796,1.200592,45-70,M,rwong,afuentes@gmail.com,Joshua Dillon,M,77
3988,GRZ,2019-05-07,2019-08-15,100,Tuesday,851765,GDB,46512,499998,494589,0.09302437209748839,10.633578431372548,0.9891819567278269,40-60,M,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3989,AKX,2018-12-07,2018-10-20,-48,Friday,367542,USD,6737,500002,65399,0.013473946104215583,9.70743654445599,0.13079747681009277,25-35,M,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3990,KTR,2019-06-07,2019-08-07,61,Friday,319709,GDB,8911,499998,257440,0.017822071288285155,28.890135787229266,0.5148820595282381,40-50,F,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3991,KTR,2018-11-29,2020-05-31,549,Thursday,979527,USD,30159,499996,481523,0.06031848254786038,15.966146092377068,0.9630537044296354,20-40,F,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3992,GRZ,2017-12-26,2018-08-26,243,Tuesday,336041,USD,31267,500000,131770,0.062534,4.214347395017111,0.26354,35-50,F,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3993,GRZ,2017-11-14,2018-09-01,291,Tuesday,538463,GDB,48697,499994,407790,0.0973951687420249,8.374027147462883,0.8155897870774449,35-45,F,brandihaley,nicholas52@gmail.com,Brittany Hernandez,F,49
3994,KTR,2019-03-16,2020-11-08,603,Saturday,366265,USD,50803,499999,266392,0.10160620321240642,5.2436273448418405,0.5327850655701312,35-45,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
3995,KTR,2019-03-17,2020-01-07,296,Sunday,577338,EUR,24294,500002,258015,0.048587805648777405,10.620523586070634,0.5160279358882565,40-45,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
3996,GRZ,2018-09-23,2019-11-27,430,Sunday,317326,GDB,7780,500001,271998,0.01555996888006224,34.96118251928021,0.543994912010176,25-50,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
3997,BYU,2019-11-08,2019-02-10,-271,Friday,291598,USD,9013,499997,246353,0.01802610815664894,27.333074448019527,0.4927089562537375,40-55,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
3998,BYU,2018-06-12,2019-04-13,305,Tuesday,933619,EUR,59677,500000,820839,0.119354,13.7546961140808,1.641678,40-65,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
3999,GRZ,2019-06-01,2020-12-09,557,Saturday,996975,EUR,39184,500002,811065,0.07836768652925388,20.698882196815028,1.622123511505954,20-40,M,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
4000,KTR,2018-12-04,2018-12-05,1,Tuesday,158932,USD,43764,500001,112488,0.08752782494435012,2.5703317795448313,0.2249755500488999,25-35,F,scottjohn,gerald82@gomez-beck.biz,Matthew Gardner,M,63
4001,KTR,2018-11-05,2020-03-05,486,Monday,254927,GDB,45944,500001,141229,0.09188781622436755,3.0739378373672297,0.2824574350851298,25-30,M,ssmith,carolynschneider@gmail.com,Rebecca Clark,F,56
4002,KTR,2019-09-18,2020-05-15,240,Wednesday,850868,EUR,41482,500000,108166,0.082964,2.607540620027964,0.216332,25-45,M,ssmith,carolynschneider@gmail.com,Rebecca Clark,F,56
4003,KTR,2019-03-13,2020-01-19,312,Wednesday,994395,USD,10442,499994,310064,0.02088425061100733,29.69392836621337,0.6201354416252995,25-40,M,ssmith,carolynschneider@gmail.com,Rebecca Clark,F,56
4004,GRZ,2018-04-06,2019-11-28,601,Friday,296912,USD,52776,499999,36125,0.10555221110442221,0.6844967409428528,0.072250144500289,35-50,F,hunterjeffrey,michaelmartinez@mendoza.com,Charles Nichols,M,32
4005,AKX,2018-02-26,2020-01-15,688,Monday,905545,USD,34716,499998,300680,0.06943227772911091,8.661136075584745,0.6013624054496218,35-45,F,hunterjeffrey,michaelmartinez@mendoza.com,Charles Nichols,M,32
4006,AKX,2018-02-03,2019-07-27,539,Saturday,554213,EUR,5070,500000,108259,0.01014,21.35285996055227,0.216518,40-50,F,hunterjeffrey,michaelmartinez@mendoza.com,Charles Nichols,M,32
